Test Year: 2019
Total: 1199, Correct: 0, ExpRate: 0.00%
----------------------------------------
Image	Status	Prediction	GroundTruth
UN19_1017_em_239	WRONG	\sum _ { m = 0 } ^ { M } \sum _ { n = 0 } ^ { N } a _ { m , n }	\sum _ { k = 1 } ^ { p } i _ { k } + \sum _ { k = 1 } ^ { q } j _ { k }
UN19_1044_em_633	WRONG	f ( 2 ^ { x } - 3 e ^ { x } ) d x	f = \sum _ { n } f _ { n } z ^ { n + 1 }
UN19_1043_em_623	WRONG	\alpha _ { 1 } = x _ { 2 } = x _ { 2 }	2 \sin ^ { 2 } \alpha = 1 - \cos 2 \alpha
UN19_1017_em_233	WRONG	a _ { 1 } = \frac { 2 } = a ^ { 2 } { 2 }	c - a - b = \frac { d - 1 } { 2 } - 2 \beta
UN19_1049_em_713	WRONG	\sum _ { n = 1 } ^ { N } ( - 1 ) ^ { n } \sin ( n x )	\frac { 1 } { 6 4 } ( n + 2 ) ( 3 n ^ { 2 } + 2 2 n + 4 0 )
UN19_1044_em_638	WRONG	\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }	\pm \frac { 2 5 } { 9 6 } \frac { \sqrt { \pi } } { R ^ { 3 } }
UN19_1036_em_521	WRONG	x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }	g = \frac { ( a + b ) ( a + b - 1 ) } { 2 }
UN19_1032_em_460	WRONG	\sin ( \frac { \pi } { 3 } ) = \frac { 1 } { 2 }	[ a + i \frac \beta 2 , b + i \frac \beta 2 ]
UN19_1043_em_617	WRONG	x ^ { 2 } = \frac { 2 } { 2 } + \frac { 2 } { 2 } = 0	u + v + t + \frac { t ^ { n + 2 } } { u v } = 0
UN19_1040_em_572	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	\lim _ { t \rightarrow \infty } | \gamma ( t ) | = \infty
UN19_1006_em_82	WRONG	\frac { 2 } + \frac { 4 } + \frac { 2 } - \frac { 2 } x ^ { 2 } - 3 a ^ { 2 } b ^ { 3 } + 5 a ^ { 2 } b ^ { 2 } } \frac { a ^ { 2 } b ^ { 2 } } { 2 }	\alpha N _ { f } = \alpha ( \sum _ { I = 1 } ^ { 9 } v _ { I } \gamma _ { I } + \sum _ { i = 1 } ^ { 3 } \frac { i \mu x ^ { i } } { 4 } \{ \gamma _ { i } , \gamma _ { 1 2 3 } \} ) + \alpha ^ { 2 } \mu ^ { 2 } / 4 ^ { 2 }
UN19_1006_em_75	WRONG	x _ { 1 } \times x _ { 2 } \times x _ { 3 } , x _ { 4 } )	x y - y x - ( x , y )
UN19_1013_em_194	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	| a | = | x ^ { 1 } | + \ldots + | x ^ { n } |
UN19_1049_em_719	WRONG	( u _ { 1 } , \ldots , u _ { 0 } )	( 0 0 0 0 0 ) ( - 1 - 1 0 0 0 )
UN19_1035_em_500	WRONG	y = \frac { x \prime \sin \theta + y \prime \sin ( w \prime + \theta ) } { \sin w }	2 f ( x ) = - 4 ( \gamma + \log 4 ) + b + \frac { 4 B { \pi } ^ { 2 } { \sqrt { 1 - x } } } { { \sqrt { 1 + 3 x } } }
UN19_1005_em_64	WRONG	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )	a = \frac { 1 } { \sqrt { 2 } } ( A + B ) b = \frac { 1 } { \sqrt { 2 } } ( A - B )
UN19_1012_em_173	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 2 }	h _ { 2 } = \frac { 1 } { 2 } \sum _ { a } \sum _ { i = 1 } ^ { 3 } ( m _ { i } ^ { a } ) ^ { 2 }
UN19_1034_em_491	WRONG	( a \frac { 1 - t ^ { 2 } } { 1 + t ^ { 2 } } , \frac { 2 b t } { 1 + t ^ { 2 } } )	C _ { 1 } = \frac { N + 1 } { N - 1 } ( \frac { N + 1 } { 3 } - \frac { 2 } { 3 } )
UN19_1012_em_178	WRONG	x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }	- \frac { 1 1 + z + 5 z ^ { 2 } - z ^ { 3 } } { 1 6 }
UN19_1004_em_57	WRONG	\alpha _ { n + 1 } - 3 \beta = \frac { 1 } { 3 } \alpha _ { n } + \beta - 3 \beta	P _ { m a x } = \frac { 8 \sqrt { 3 } } { 1 5 } = 0 , 9 2 4
ISICal19_1204_em_801	WRONG	\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }	\int _ { 0 } ^ { \pi } \frac { d \theta } { a + b \cos \theta } = \frac { \pi } { \sqrt { a ^ { 2 } - b ^ { 2 } } }
UN19_1049_em_710	WRONG	| x - \frac { p _ { n } { n } ^ { n } ^ { n } ^ { 1 } \sum _ { i = 1 } ^ { n } a _ { n } ^ { n } a _ { n } ^ { n }	C _ { 0 } = \frac { 3 } { 2 g ^ { 2 } } - \frac { 5 } { 2 g ^ { 2 } } \log { 2 } + \frac { 3 } { g ^ { 2 } } \log { g }
UN19_1030_em_430	WRONG	\frac { \sqrt { 1 + \cos ^ { 2 } ( \theta ) } } { 2 } = \cos ( 2 \theta )	b - \frac { 4 B { \pi } ^ { 2 } { \sqrt { 1 - x } } } { { \sqrt { 1 + 3 x } } } - 4 ( \gamma + \log ( 4 ) )
UN19_1044_em_643	WRONG	A ( x ) = \sqrt { \sqrt { \sqrt { y } ( \sqrt { x ^ { 2 } + y ^ { 2 } } )	\sqrt { a _ { i } } \sqrt { a _ { j } } \leq \frac { 1 } { 2 } ( a _ { i } + a _ { j } )
UN19_1041_em_585	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int x ^ { m } ( a + b x ^ { n } ) ^ { p } d x
UN19_1024_em_337	WRONG	y = \frac { x \prime \sin \theta + y \prime \sin ( w \prime + \theta ) } { \sin w }	B = \int _ { 0 } ^ { x } d ^ { n } x \int _ { x _ { k } } ^ { x _ { k + 1 } } d y \int _ { x _ { l } } ^ { x _ { l + 1 } } d z f ( y , z )
UN19_1041_em_594	WRONG	g ( x , y ) = \sqrt [ 3 ] { x - y } + \sqrt { | x + y | }	r = \sqrt { ( X ^ { 1 } ) ^ { 2 } + \ldots + ( X ^ { p + 1 } ) ^ { 2 } }
UN19_1013_em_193	WRONG	p _ { 1 } , \ldots , p _ { n }	h _ { x x } = - h _ { y y }
UN19_1036_em_511	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 3 )	y _ { i } ^ { 2 } = x _ { i } ( x _ { i } - 1 ) ( x _ { i } - a _ { i } )
UN19_1004_em_58	WRONG	\frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { x ^ { 2 } - \frac { 1 } { x ^ { 2 } + y ^ { 2 } } )	z = \frac { 1 } { \sqrt { 2 } } ( x ^ { 1 } + i x ^ { 2 } )
UN19_1004_em_55	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int d ^ { 4 } x \sqrt { g } R ^ { 3 }
UN19_1005_em_61	WRONG	\log _ { 2 } ( 2 ^ { 2 } ) = 0	| \int d ^ { 4 } x A ^ { a } ( x ) | < \infty
UN19_1037_em_526	WRONG	( x ^ { 2 } - x ^ { 2 } - x ) ( 2 x - 7 )	[ a _ { 1 } ] \times [ b _ { 2 } ] \times [ b _ { 3 } ]
UN19_1019_em_268	WRONG	\frac { 1 } { r ^ { 2 } } = \frac { 1 } { ( R - m ) ^ { 2 } } + \frac { 1 } { ( R + m ) ^ { 2 } }	\frac { ( 2 n - 2 ) ( 2 n - 2 ) } { n - 1 } + 4 = 4 n
UN19_1032_em_450	WRONG	\lim _ { n \rightarrow \infty } \frac { n } { q _ { n } } \sin ( \frac { 1 } { q _ { n } q _ { n + 1 } } < \frac { 1 } { q _ { n } ^ { 2 } }	M ^ { 4 } = \cos ( \frac { ( n + 1 ) \pi } { k + 2 } ) / \cos ( \frac { \pi } { k + 2 } )
UN19_1012_em_172	WRONG	( x _ { 1 } , \ldots , x _ { n } )	f ( z , \cos z , \sin z )
UN19_1038_em_543	WRONG	\sin x + \sin y = 2 \sin ( \frac { x + y } { 2 } ) \cos ( \frac { x - y } { 2 } )	\phi ( x ) = \frac { c ( \sqrt { 1 + \frac { 4 x } { a } } + 1 ) } { 2 x } ( 1 + \frac { c ( 1 + \frac { 4 x } { a } + 1 ) } { 2 a x } )
UN19_1021_em_285	WRONG	\frac { 1 } { a } F ( a x + b ) + C	\sum _ { n = 0 } ^ { \infty } ( - 1 ) ^ { n } = \frac { 1 } { 2 }
ISICal19_1202_em_767	WRONG	\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6	\lim _ { r \rightarrow \infty } \int _ { k _ { 1 } r } ^ { \infty } d x f ( x ) / x = 0
UN19_1037_em_528	WRONG	y = \frac { x \prime \sin \theta + y \prime \sin ( w \prime + \theta ) } { \sin w }	( z ) = \frac { \sin ( \frac \theta { 2 i } + \frac \pi { 2 \pi } z ) } { \sin ( \frac \theta { 2 i } - \frac \pi { 2 h } z ) }
UN19_1043_em_627	WRONG	( x ^ { 2 } - x ^ { 2 } - x )	( k - b - c ) \times ( a - b )
UN19_1043_em_615	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	P _ { 2 } ( x ) = ( x - a ) ( x - b )
UN19_1013_em_183	WRONG	\tan ( \frac { 2 } { 2 } ) = 1	( 1 , - \frac { 1 } { 3 } , - \frac { 1 } { 3 } , - \frac { 1 } { 3 } )
UN19_1034_em_488	WRONG	y = \frac { x \prime \sin \theta + y \prime \sin ( w \prime + \theta ) } { \sin w }	- 4 ( \gamma + \log 4 ) + b - \frac { 4 B { \pi } ^ { 2 } { \sqrt { 1 - x } } } { { \sqrt { 1 + 3 x } } }
UN19_1005_em_68	WRONG	v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )	a = i ( \frac { l - 1 } { 2 \beta } - \frac { k - 1 } { 2 } \beta )
UN19_1038_em_547	WRONG	| x - \frac { p _ { n } } { q _ { n } } | \leq \frac { 1 } { q _ { n } q _ { n + 1 } } < \frac { 1 } { q _ { n } ^ { 2 } }	( \lim _ { q \rightarrow \infty } \sqrt { 1 + q ^ { 2 } } \int _ { - \infty } ^ { \infty } e ^ { - q | x | / a } d x ) ^ { - 1 } = 1 / 2 a
UN19_1044_em_635	WRONG	( \frac { 3 } { x ^ { 2 } ) ^ { 2 } }	( { \frac { B } { A + 1 } } ) ^ { \frac { 1 } { n + 1 } }
UN19_1016_em_212	WRONG	\sum _ { i = 1 } ^ { k } \frac { x ^ { a _ { i } } } { 1 - x ^ { b _ { i } } } = \frac { 1 } { 1 - x }	\sum _ { i = 2 } ^ { n } i = \frac { n ^ { 2 } + n - 2 } { 2 }
UN19_1044_em_640	WRONG	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )	c ^ { 2 } ( x ) = x ( 1 - x ) ( - p ^ { 2 } )
UN19_1005_em_72	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	( k + k + n ) \times ( k + k + n )
UN19_1016_em_221	WRONG	q = \sqrt { ( \frac { B - A } { C } ) ^ { 2 } + 1 } + \frac { B - A } { C }	y _ { m i n } = \frac { \alpha } { 2 m ^ { 2 } } + \sqrt { \frac { \alpha ^ { 2 } + 4 m ^ { 2 } \beta } { 4 m ^ { 2 } } }
UN19_1016_em_220	WRONG	\log _ { 2 } 8 + \log _ { 2 } 9 + \log _ { 4 } 1 6	4 ( x ^ { 0 } - y ^ { 0 } ) - 2 ( x ^ { 0 } - y ^ { 0 } ) ( 1 + 1 ) = 0
UN19_1044_em_639	WRONG	[ b ^ { x } \{ ( \frac { a } { b } ) ^ { x } + 1 \} ] ^ { \frac { 1 } { x } }	f = a _ { 1 } ( x - x _ { h } ) + a _ { 2 } ( x - x _ { h } ) ^ { 2 }
UN19_1004_em_51	WRONG	\sqrt [ n ] { \frac { n + 1 } { ( n - 1 ) ^ { 2 } } }	v = \sqrt { v _ { 3 } ^ { 2 } + v _ { 4 } ^ { 2 } + v _ { 5 } ^ { 2 } }
UN19_1037_em_527	WRONG	\lim _ { n } ^ { n } f ( x ) d x = \lim _ { b \rightarrow \infty } \int \limits _ { n } ^ { n } f ( x ) d x	\frac { 1 } { k ^ { 2 } ( k + 1 ) } = \frac { 1 } { k ^ { 2 } } - \frac { 1 } { k ^ { 2 } } - \frac { 1 } { k } + \frac { 1 } { k + 1 }
UN19_1044_em_631	WRONG	\sum _ { n = 1 } ^ { \infty } ( b _ { n } - b _ { n + 1 } )	f = z ^ { 1 } ( \cos \theta z ^ { 2 } + \sin \theta z ^ { 1 } )
ISICal19_1211_em_897	WRONG	\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x	4 ( n + 1 ) - 3 n - n = 4
