Test Year: 2019
Total: 1199, Correct: 623, ExpRate: 51.96%
----------------------------------------
Image	Status	Prediction	GroundTruth
ISICal19_1202_em_777	CORRECT	\lim _ { x \rightarrow \infty } f ( k , x ) e ^ { - i k x } = 1	\lim _ { x \rightarrow \infty } f ( k , x ) e ^ { - i k x } = 1
UN19_1016_em_214	CORRECT	3 - 2 \cos \theta - \cos ^ { 2 } \theta	3 - 2 \cos \theta - \cos ^ { 2 } \theta
UN19_1004_em_54	WRONG	( \frac { p z - p } { 1 + p } - 1 )	( \frac { p 2 ^ { - p } } { 1 + p } - 1 )
ISICal19_1204_em_802	WRONG	( 1 ) + ( 1 1 ) + ( 1 1 ) + ( 1 1 1 ) + ( 1 2 3 ) + ( 1 2 3 )	( 1 ) + ( 1 1 ) + ( 1 1 1 ) + ( 1 1 2 ) + ( 1 2 3 )
UN19_1017_em_239	WRONG	\sum _ { k = 1 } ^ { p } i _ { k } + \sum _ { k = 1 } ^ { q } i _ { k }	\sum _ { k = 1 } ^ { p } i _ { k } + \sum _ { k = 1 } ^ { q } j _ { k }
UN19_1044_em_633	WRONG	f = \sum _ { n } ^ { n } f _ { n } z ^ { n + 1 }	f = \sum _ { n } f _ { n } z ^ { n + 1 }
UN19_1043_em_623	CORRECT	2 \sin ^ { 2 } \alpha = 1 - \cos 2 \alpha	2 \sin ^ { 2 } \alpha = 1 - \cos 2 \alpha
UN19_1017_em_233	CORRECT	c - a - b = \frac { d - 1 } { 2 } - 2 \beta	c - a - b = \frac { d - 1 } { 2 } - 2 \beta
UN19_1049_em_713	CORRECT	\frac { 1 } { 6 4 } ( n + 2 ) ( 3 n ^ { 2 } + 2 2 n + 4 0 )	\frac { 1 } { 6 4 } ( n + 2 ) ( 3 n ^ { 2 } + 2 2 n + 4 0 )
UN19_1044_em_638	WRONG	\pm \frac { 2 5 } { 9 6 } \frac { \sqrt { 1 } } { R ^ { 3 } }	\pm \frac { 2 5 } { 9 6 } \frac { \sqrt { \pi } } { R ^ { 3 } }
UN19_1036_em_521	CORRECT	g = \frac { ( a + b ) ( a + b - 1 ) } { 2 }	g = \frac { ( a + b ) ( a + b - 1 ) } { 2 }
UN19_1032_em_460	WRONG	( a + i \frac { \beta } { 2 } b + i \frac { \beta } { 2 } ]	[ a + i \frac \beta 2 , b + i \frac \beta 2 ]
UN19_1043_em_617	WRONG	u + v + \frac { t ^ { n + 2 } } { u v } = 0	u + v + t + \frac { t ^ { n + 2 } } { u v } = 0
UN19_1040_em_572	WRONG	\lim _ { t \rightarrow \infty } | \gamma ( t ) = \infty	\lim _ { t \rightarrow \infty } | \gamma ( t ) | = \infty
UN19_1006_em_82	WRONG	\infty } ^ { 5 } = \sum _ { 5 } y _ { 2 } + \sum _ { i = 1 } ^ { 3 } + \sum _ { i = 1 } ^ { 2 } y _ { 1 } ^ { 2 } y _ { 2 } y ^ { 2 } / 4 ^ { 2 }	\alpha N _ { f } = \alpha ( \sum _ { I = 1 } ^ { 9 } v _ { I } \gamma _ { I } + \sum _ { i = 1 } ^ { 3 } \frac { i \mu x ^ { i } } { 4 } \{ \gamma _ { i } , \gamma _ { 1 2 3 } \} ) + \alpha ^ { 2 } \mu ^ { 2 } / 4 ^ { 2 }
UN19_1006_em_75	CORRECT	x y - y x - ( x , y )	x y - y x - ( x , y )
UN19_1013_em_194	WRONG	| a | = | x ^ { 1 } + \ldots + | x ^ { n } )	| a | = | x ^ { 1 } | + \ldots + | x ^ { n } |
UN19_1049_em_719	WRONG	( 0 0 0 0 ) ( - 1 0 0 )	( 0 0 0 0 0 ) ( - 1 - 1 0 0 0 )
UN19_1035_em_500	WRONG	2 f ( x ) = - 4 ( \gamma + \log 4 ) + \cos \theta + \frac { \sqrt { 1 - x } } { \sqrt { 1 + 3 x } }	2 f ( x ) = - 4 ( \gamma + \log 4 ) + b + \frac { 4 B { \pi } ^ { 2 } { \sqrt { 1 - x } } } { { \sqrt { 1 + 3 x } } }
UN19_1005_em_64	WRONG	a = \frac { 1 } { \sqrt { 2 } } ( A + B ) b = \frac { 1 } { \sqrt { 2 } ( A - B )	a = \frac { 1 } { \sqrt { 2 } } ( A + B ) b = \frac { 1 } { \sqrt { 2 } } ( A - B )
UN19_1012_em_173	WRONG	h _ { 2 } = \frac { 1 } { 2 } \sum _ { i = 1 } ^ { 3 } ( m _ { i } ) ^ { 2 }	h _ { 2 } = \frac { 1 } { 2 } \sum _ { a } \sum _ { i = 1 } ^ { 3 } ( m _ { i } ^ { a } ) ^ { 2 }
UN19_1034_em_491	WRONG	( _ { n } = \frac { N + 1 } { N - 1 } ( \frac { N + 1 } { 3 } - \frac { 2 } { 3 } )	C _ { 1 } = \frac { N + 1 } { N - 1 } ( \frac { N + 1 } { 3 } - \frac { 2 } { 3 } )
UN19_1012_em_178	WRONG	- \frac { 1 1 + 5 z ^ { 2 } - 5 z ^ { 2 } - 3 } { 1 6 }	- \frac { 1 1 + z + 5 z ^ { 2 } - z ^ { 3 } } { 1 6 }
UN19_1004_em_57	WRONG	P _ { m a x } = \frac { 8 \sqrt { 3 } } { 1 5 } = 0 . 9 2 4	P _ { m a x } = \frac { 8 \sqrt { 3 } } { 1 5 } = 0 , 9 2 4
ISICal19_1204_em_801	WRONG	\int _ { 0 } ^ { r } \frac { d \theta } { a ^ { 0 } } = \frac { r } { \sqrt { a ^ { 2 } - b ^ { 2 } } }	\int _ { 0 } ^ { \pi } \frac { d \theta } { a + b \cos \theta } = \frac { \pi } { \sqrt { a ^ { 2 } - b ^ { 2 } } }
UN19_1049_em_710	WRONG	c _ { 0 } = \frac { 3 } { 2 g ^ { 2 } - \frac { 5 } { 2 g ^ { 2 } + \frac { 3 } { g ^ { 2 } } \log g 9	C _ { 0 } = \frac { 3 } { 2 g ^ { 2 } } - \frac { 5 } { 2 g ^ { 2 } } \log { 2 } + \frac { 3 } { g ^ { 2 } } \log { g }
UN19_1030_em_430	WRONG	b - \frac { 4 B x } { \sqrt { 1 + 3 x } } - 4 ( \gamma + \log ( 4 ) )	b - \frac { 4 B { \pi } ^ { 2 } { \sqrt { 1 - x } } } { { \sqrt { 1 + 3 x } } } - 4 ( \gamma + \log ( 4 ) )
UN19_1044_em_643	CORRECT	\sqrt { a _ { i } } \sqrt { a _ { j } } \leq \frac { 1 } { 2 } ( a _ { i } + a _ { j } )	\sqrt { a _ { i } } \sqrt { a _ { j } } \leq \frac { 1 } { 2 } ( a _ { i } + a _ { j } )
UN19_1041_em_585	WRONG	\int x ^ { n } ( a + b x ^ { n } ) ^ { p } d x	\int x ^ { m } ( a + b x ^ { n } ) ^ { p } d x
UN19_1024_em_337	WRONG	\beta = \int _ { 0 } ^ { x } \int \limits _ { a } ^ { k } \int _ { k + 1 } ^ { k + 1 } x _ { k + 1 } } f ( y , z )	B = \int _ { 0 } ^ { x } d ^ { n } x \int _ { x _ { k } } ^ { x _ { k + 1 } } d y \int _ { x _ { l } } ^ { x _ { l + 1 } } d z f ( y , z )
UN19_1041_em_594	WRONG	\gamma = \sqrt { ( X ^ { 1 } ) ^ { 2 } + \cdots + ( X ^ { p + 1 } ) ^ { 2 } }	r = \sqrt { ( X ^ { 1 } ) ^ { 2 } + \ldots + ( X ^ { p + 1 } ) ^ { 2 } }
UN19_1013_em_193	WRONG	h x = - h g y	h _ { x x } = - h _ { y y }
UN19_1036_em_511	WRONG	y ^ { 2 } = x _ { i } ( x _ { i } - 1 ) ( x _ { i } )	y _ { i } ^ { 2 } = x _ { i } ( x _ { i } - 1 ) ( x _ { i } - a _ { i } )
UN19_1004_em_58	CORRECT	z = \frac { 1 } { \sqrt { 2 } } ( x ^ { 1 } + i x ^ { 2 } )	z = \frac { 1 } { \sqrt { 2 } } ( x ^ { 1 } + i x ^ { 2 } )
UN19_1004_em_55	CORRECT	\int d ^ { 4 } x \sqrt { g } R ^ { 3 }	\int d ^ { 4 } x \sqrt { g } R ^ { 3 }
UN19_1005_em_61	WRONG	1 \int \limits _ { 4 } x A ^ { x } ( x ) < \infty	| \int d ^ { 4 } x A ^ { a } ( x ) | < \infty
UN19_1037_em_526	CORRECT	[ a _ { 1 } ] \times [ b _ { 2 } ] \times [ b _ { 3 } ]	[ a _ { 1 } ] \times [ b _ { 2 } ] \times [ b _ { 3 } ]
UN19_1019_em_268	WRONG	\frac { ( 2 n - 2 ) ( 2 n - 2 ) } { n - 1 } + 4 = 4 _ { n }	\frac { ( 2 n - 2 ) ( 2 n - 2 ) } { n - 1 } + 4 = 4 n
UN19_1032_em_450	WRONG	M ^ { 4 } = \cos ( \frac { ( n + 1 } { R + 2 } ) \cos ( \frac { \pi } { k + 2 } )	M ^ { 4 } = \cos ( \frac { ( n + 1 ) \pi } { k + 2 } ) / \cos ( \frac { \pi } { k + 2 } )
UN19_1012_em_172	WRONG	f ( z , \cos , z )	f ( z , \cos z , \sin z )
UN19_1038_em_543	WRONG	\phi ( x ) = \frac { ( \sqrt { 1 + \frac { x } { a } + 1 } { 2 a x } ) ( 1 + \frac { ( 1 + \frac { 4 x } { 2 a x } ) } { 2 a x } )	\phi ( x ) = \frac { c ( \sqrt { 1 + \frac { 4 x } { a } } + 1 ) } { 2 x } ( 1 + \frac { c ( 1 + \frac { 4 x } { a } + 1 ) } { 2 a x } )
UN19_1021_em_285	CORRECT	\sum _ { n = 0 } ^ { \infty } ( - 1 ) ^ { n } = \frac { 1 } { 2 }	\sum _ { n = 0 } ^ { \infty } ( - 1 ) ^ { n } = \frac { 1 } { 2 }
ISICal19_1202_em_767	WRONG	\lim _ { x \rightarrow \infty } \int _ { n } ^ { \infty } d x f ( x ) | x = 0	\lim _ { r \rightarrow \infty } \int _ { k _ { 1 } r } ^ { \infty } d x f ( x ) / x = 0
UN19_1037_em_528	WRONG	( z ) = \frac { \sin ( \frac { \theta } { \sin ( \frac { \theta } { 2 i } + \frac { \pi } { 2 n } ) } { 2 n } - \frac { \pi } { 2 n } ) }	( z ) = \frac { \sin ( \frac \theta { 2 i } + \frac \pi { 2 \pi } z ) } { \sin ( \frac \theta { 2 i } - \frac \pi { 2 h } z ) }
UN19_1043_em_627	CORRECT	( k - b - c ) \times ( a - b )	( k - b - c ) \times ( a - b )
UN19_1043_em_615	CORRECT	P _ { 2 } ( x ) = ( x - a ) ( x - b )	P _ { 2 } ( x ) = ( x - a ) ( x - b )
UN19_1013_em_183	WRONG	( 1 , - \frac { 1 } { 3 } ) - \frac { 1 } { 3 } , - \frac { 1 } { 3 } )	( 1 , - \frac { 1 } { 3 } , - \frac { 1 } { 3 } , - \frac { 1 } { 3 } )
UN19_1034_em_488	WRONG	- h ( \gamma + \log 4 ) + \log _ { 4 } ) + \frac { \sqrt { \pi ^ { 2 } } { 1 + 3 x }	- 4 ( \gamma + \log 4 ) + b - \frac { 4 B { \pi } ^ { 2 } { \sqrt { 1 - x } } } { { \sqrt { 1 + 3 x } } }
UN19_1005_em_68	WRONG	q = ( \frac { 1 - 1 } { 2 \beta } - \frac { k - 1 } { 2 } \beta )	a = i ( \frac { l - 1 } { 2 \beta } - \frac { k - 1 } { 2 } \beta )
UN19_1038_em_547	WRONG	\lim _ { q \rightarrow \infty } \sqrt { 1 + q ^ { - \infty } e ^ { - \infty } e ^ { - \infty } d x ) ^ { - 1 } } = 1 / 2 a	( \lim _ { q \rightarrow \infty } \sqrt { 1 + q ^ { 2 } } \int _ { - \infty } ^ { \infty } e ^ { - q | x | / a } d x ) ^ { - 1 } = 1 / 2 a
UN19_1044_em_635	WRONG	( \frac { B } { A + 1 } ) \frac { 1 } { n + 1 }	( { \frac { B } { A + 1 } } ) ^ { \frac { 1 } { n + 1 } }
UN19_1016_em_212	CORRECT	\sum _ { i = 2 } ^ { n } i = \frac { n ^ { 2 } + n - 2 } { 2 }	\sum _ { i = 2 } ^ { n } i = \frac { n ^ { 2 } + n - 2 } { 2 }
UN19_1044_em_640	WRONG	c ^ { 2 } ( x ) = x ( 1 - x ) ( - 7 ^ { 2 } )	c ^ { 2 } ( x ) = x ( 1 - x ) ( - p ^ { 2 } )
UN19_1005_em_72	WRONG	( k + k + n ) \times ( k + k + _ { n } )	( k + k + n ) \times ( k + k + n )
UN19_1016_em_221	WRONG	y ^ { 2 n } = \frac { \alpha } { 2 m ^ { 2 } } \frac { \alpha ^ { 2 } + 4 m ^ { 2 } } { 4 m ^ { 2 } }	y _ { m i n } = \frac { \alpha } { 2 m ^ { 2 } } + \sqrt { \frac { \alpha ^ { 2 } + 4 m ^ { 2 } \beta } { 4 m ^ { 2 } } }
UN19_1016_em_220	WRONG	4 ( x ^ { 0 } - y ^ { 0 } ) - 2 ( x ^ { 0 } - y ^ { 0 } ) ( 1 + 7 ) = 0	4 ( x ^ { 0 } - y ^ { 0 } ) - 2 ( x ^ { 0 } - y ^ { 0 } ) ( 1 + 1 ) = 0
UN19_1044_em_639	WRONG	f = a _ { 1 } ( x - x _ { n } ) + a _ { 2 } ( x - x _ { n } ) ^ { 2 }	f = a _ { 1 } ( x - x _ { h } ) + a _ { 2 } ( x - x _ { h } ) ^ { 2 }
UN19_1004_em_51	WRONG	v = \sqrt { v _ { 3 } ^ { 3 } + v _ { 4 } ^ { 2 } + \sqrt { 5 } ^ { 2 } }	v = \sqrt { v _ { 3 } ^ { 2 } + v _ { 4 } ^ { 2 } + v _ { 5 } ^ { 2 } }
UN19_1037_em_527	WRONG	\frac { 1 } { k ^ { 2 } ( k + 1 ) } = \frac { 1 } { k ^ { 2 } } - \frac { 1 } { k ^ { 2 } } + \frac { 1 } { k + 1 }	\frac { 1 } { k ^ { 2 } ( k + 1 ) } = \frac { 1 } { k ^ { 2 } } - \frac { 1 } { k ^ { 2 } } - \frac { 1 } { k } + \frac { 1 } { k + 1 }
UN19_1044_em_631	WRONG	f = 2 ^ { 1 } ( \cos \theta z ^ { 2 } + \sin \theta _ { 2 } )	f = z ^ { 1 } ( \cos \theta z ^ { 2 } + \sin \theta z ^ { 1 } )
ISICal19_1211_em_897	WRONG	4 ( x + 1 ) - 3 x - n = 1 }	4 ( n + 1 ) - 3 n - n = 4
